Symbol,Date,Close,RSI_14,MACD,BB_pctB,Volume_ratio,ML_confidence,Active_signals
JBBL,2026-06-25,340.0,29.53965650120564,-4.737303755093421,0.061565908177492905,0.27361319340329837,0.4776452225866709,none
ILI,2026-06-25,423.1,29.87188844479901,-3.684001995355516,0.09485964164198046,0.3330508052051653,0.4758676643253217,none
HRL,2026-06-25,588.0,29.09650704245708,-19.591402034766475,0.002393605995968677,0.6550053569879303,0.44072585985499474,none
SHL,2026-06-25,494.0,40.71622286507743,-2.3893624696017923,0.21283291651251526,0.4875326537190361,0.44746296026553134,none
HPPL,2026-06-25,360.1,37.89787359462635,-5.369081251558612,0.0342086690267751,0.5955870273822185,0.4409712662212858,none
MBL,2026-06-25,243.5,38.88620058995212,-1.1520071202550923,0.00803979372691084,0.7304834615222604,0.4492048514884049,none
HIDCL,2026-06-25,256.5,33.200701195057675,-3.08821392658308,0.13404059915986447,0.6799043887533575,0.44439815223671614,none
RHPL,2026-06-25,265.0,37.81510013579509,-3.983409416815903,0.24685455984729202,0.2783571959000846,0.4399566400365202,none
HDL,2026-06-25,1147.0,41.31467703708654,-4.63508090028995,0.22188520696057243,0.8097844298000669,0.43577215135111425,none
SHPC,2026-06-25,495.0,31.45777733031896,-5.836089479519728,0.04565628368083989,0.9112579346004259,0.44459605583964623,none
HBL,2026-06-25,194.9,36.1381639255716,-2.242745844642116,0.18073658676352575,0.7172657189871462,0.4467588032175561,none
HATHY,2026-06-25,739.8,28.6535261187813,-17.78520354317027,0.05073501416175666,0.7269325318232033,0.43342323874078575,none
GFCL,2026-06-25,632.9,48.56558789919478,-0.9135191338829144,0.3617190569792336,0.48981874334082476,0.44815458875809333,none
GBLBS,2026-06-25,767.0,46.70982792347674,-1.0339060505682482,0.2883834148453694,0.42680365739394527,0.4382371275303957,none
GBIME,2026-06-25,240.0,56.409750793500194,0.8349463103089647,0.61310051725291,1.3930231548654217,0.5172011399255765,none
GBBL,2026-06-25,404.9,35.80630517574694,-2.5637955027106614,0.17106007613620572,0.48999675627961226,0.44389756760820837,none
SICL,2026-06-25,615.1,39.20496990905618,-2.346290355200722,0.13790931283758825,0.4742925264391222,0.41870959841310634,none
SIKLES,2026-06-25,562.3,34.905351166607474,-8.02051855740251,0.04089564959736144,0.67226987046172,0.43712428226189665,none
FOWAD,2026-06-25,996.0,37.075924081840185,-20.50622461435705,0.14694339682818847,0.3179750186119613,0.4321534571553171,none
FMDBL,2026-06-25,772.0,44.35847166434959,-7.123000825564986,0.2833612805793266,0.4210697911360163,0.49053365735236854,none
EBL,2026-06-25,699.0,46.15210420495268,-1.46706806818122,0.34190599353884343,2.866042396416261,0.4609944995603638,none
HEI,2026-06-25,538.0,42.04800339377984,1.6064260382208886,0.0979178507332437,0.19689143912202653,0.4097858057497061,none
UPPER,2026-06-25,194.0,31.74181020558811,-2.489224640746727,0.014623934918826393,0.6609671361391654,0.4512651702438788,none
